ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
8521,,,3,5,191,4,,,4,4008,1
8522,,,3,2,165,3,,,6,5642,0
8523,,,3,5,233,2,,,1,4913,0
8524,,,4,1,234,2,,,4,5066,1
8525,,,4,1,252,3,,,4,5540,0
8526,,,3,1,155,3,,,9,5539,0
8527,,,3,5,269,8,,,8,4462,0
8528,,,4,5,224,2,,,8,5871,0
8529,,,5,3,230,3,,,7,4844,0
8530,,,4,5,253,3,,,9,4205,0
8531,,,5,2,181,3,,,4,4323,0
8532,,,4,2,233,4,,,1,4316,0
8533,,,4,1,243,5,,,1,4624,1
8534,,,5,4,271,2,,,6,4801,1
8535,,,4,3,134,4,,,5,4507,1
8536,,,3,5,154,10,,,10,5282,1
8537,,,6,1,222,8,,,2,4914,0
8538,,,3,4,251,10,,,2,4336,1
8539,,,4,3,239,3,,,10,4020,0
8540,,,5,4,211,3,,,9,4908,0
8541,,,3,4,195,10,,,5,5950,1
8542,,,4,4,224,10,,,9,4149,0
8543,,,4,5,144,8,,,2,4956,1
8544,,,4,2,167,4,,,5,5250,0
8545,,,3,1,188,4,,,8,5884,1
8546,,,2,4,245,2,,,3,5850,1
8547,,,2,5,212,2,,,3,4389,0
8548,,,3,3,240,3,,,5,4888,1
8549,,,5,2,226,5,,,5,1323,0
8550,,,6,5,278,4,,,2,1167,1
8551,,,4,2,232,5,,,4,1783,0
8552,,,6,3,287,4,,,3,1824,0
8553,,,4,4,228,5,,,1,1788,1
8554,,,5,4,232,5,,,10,1512,0
8555,,,6,5,308,4,,,8,1164,1
8556,,,7,4,287,4,,,9,1667,1
8557,,,6,4,246,4,,,3,1852,0
8558,,,4,5,262,6,,,10,1156,0
8559,,,6,1,275,4,,,7,1767,0
8560,,,5,1,236,5,,,3,1699,0
8561,,,5,4,221,6,,,6,1488,1
8562,,,5,1,271,5,,,5,1869,1
8563,,,4,4,229,5,,,7,1049,1
8564,,,3,2,177,2,,,9,4648,0
8565,,,3,2,193,2,,,3,4799,1
8566,,,3,4,165,2,,,1,5745,0
8567,,,4,5,183,4,,,3,5881,0
8568,,,4,2,161,3,,,8,4382,0
8569,,,2,5,238,2,,,6,5325,1
8570,,,3,5,191,4,,,2,5177,1
8571,,,3,1,165,3,,,10,5823,0
8572,,,3,5,233,2,,,2,4193,0
8573,,,4,4,234,2,,,8,5744,0
8574,,,4,3,252,3,,,10,5802,1
8575,,,3,2,155,3,,,1,5731,1
8576,,,3,1,269,8,,,4,4290,0
8577,,,4,1,224,2,,,6,4454,1
8578,,,5,4,230,3,,,6,4257,0
8579,,,4,5,253,3,,,1,5402,0
8580,,,5,1,181,3,,,3,5118,0
8581,,,4,2,233,4,,,6,5256,0
8582,,,4,4,243,5,,,10,4356,0
8583,,,5,5,271,2,,,6,4788,1
8584,,,4,3,134,4,,,8,4879,1
8585,,,3,2,154,10,,,8,5811,1
8586,,,6,4,222,8,,,1,5808,1
8587,,,3,5,251,10,,,9,5962,0
8588,,,4,5,239,3,,,6,5154,1
8589,,,5,1,211,3,,,7,5594,1
8590,,,3,2,195,10,,,9,4256,0
8591,,,4,5,224,10,,,7,4521,1
8592,,,4,4,144,8,,,6,4390,1
8593,,,4,1,167,4,,,7,5264,0
8594,,,3,3,188,4,,,1,4296,1
8595,,,2,4,245,2,,,10,5389,0
8596,,,2,1,212,2,,,8,4128,0
8597,,,3,5,240,3,,,6,5642,0
8598,,,5,1,226,5,,,3,1409,0
8599,,,6,3,278,4,,,9,1368,0
8600,,,4,1,232,5,,,8,1943,0
8601,,,6,5,287,4,,,8,1465,0
8602,,,4,5,228,5,,,5,1373,1
8603,,,5,5,232,5,,,1,1127,0
8604,,,6,5,308,4,,,4,1202,0
8605,,,7,1,287,4,,,1,1660,0
8606,,,6,5,246,4,,,2,1581,0
8607,,,4,1,262,6,,,3,1830,1
8608,,,6,5,275,4,,,6,1872,0
8609,,,5,3,236,5,,,10,1630,0
8610,,,5,2,221,6,,,4,1952,1
8611,,,5,4,228,5,,,9,1549,1
8612,,,4,5,234,5,,,1,1991,1
8613,,,5,1,242,5,,,9,1767,0
8614,,,7,1,307,4,,,8,1339,0
8615,,,6,3,260,4,,,4,1358,0
8616,,,4,5,239,5,,,7,1380,0
8617,,,6,4,305,4,,,1,1384,0
8618,,,5,2,254,6,,,5,1951,0
8619,,,2,1,258,5,,,9,1548,1
8620,,,5,3,267,6,,,10,1027,0
8621,,,4,2,246,5,,,10,1720,0
8622,,,4,2,246,5,,,9,1206,1
8623,,,4,2,261,5,,,5,1073,1
8624,,,5,1,239,5,,,6,1815,0
8625,,,5,3,245,5,,,8,1471,0
8626,,,5,3,237,5,,,2,1869,1
8627,,,7,3,307,4,,,1,1793,1
8628,,,5,2,252,5,,,10,1568,0
8629,,,5,5,225,5,,,7,1168,0
8630,,,6,4,258,4,,,7,1726,1
8631,,,7,1,254,4,,,6,1279,1
8632,,,5,3,232,5,,,1,1835,1
8633,,,7,1,255,4,,,3,1450,0
8634,,,5,1,235,5,,,10,1920,0
8635,,,7,5,269,4,,,2,1592,0
8636,,,6,2,243,4,,,4,1768,0
8637,,,7,2,253,4,,,1,1294,1
8638,,,5,1,266,5,,,2,1798,0
8639,,,5,3,154,4,,,3,1066,1
8640,,,4,3,245,5,,,4,1470,0
8641,,,4,5,275,5,,,8,1093,1
8642,,,6,1,261,4,,,10,1290,1
8643,,,4,5,273,5,,,2,1441,0
8644,,,6,4,303,5,,,5,1195,1
8645,,,5,1,255,5,,,3,1574,1
8646,,,4,4,225,5,,,1,1476,1
8647,,,4,5,233,6,,,8,1176,0
8648,,,6,1,285,4,,,3,1448,1
8649,,,5,5,272,4,,,10,1383,1
8650,,,7,5,273,4,,,9,1329,1
8651,,,4,3,253,6,,,4,1788,1
8652,,,6,2,279,4,,,4,1148,0
8653,,,4,2,235,5,,,8,1021,0
8654,,,4,1,255,5,,,9,1793,1
8655,,,7,5,301,4,,,7,1727,0
8656,,,7,1,245,4,,,4,1653,1
8657,,,7,5,265,4,,,1,1601,0
8658,,,4,4,252,5,,,2,1995,1
8659,,,6,1,281,4,,,2,1592,0
8660,,,6,2,269,4,,,10,1166,0
8661,,,4,2,271,5,,,4,1633,1
8662,,,5,2,239,5,,,6,1365,1
8663,,,7,5,293,4,,,2,1080,1
8664,,,4,1,165,5,,,1,4170,1
8665,,,3,3,202,4,,,9,4917,0
8666,,,4,4,201,3,,,2,5385,0
8667,,,5,5,161,3,,,5,4702,0
8668,,,5,5,193,3,,,3,5037,0
8669,,,3,1,152,3,,,1,4949,1
8670,,,4,4,189,2,,,3,5837,1
8671,,,3,1,159,3,,,10,4784,1
8672,,,5,1,259,3,,,1,5725,0
8673,,,3,2,224,3,,,8,5869,0
8674,,,4,4,172,2,,,3,5538,1
8675,,,4,5,148,3,,,5,5216,0
8676,,,4,3,274,3,,,8,4276,0
8677,,,3,1,207,4,,,9,5889,0
8678,,,4,5,159,5,,,2,5654,1
8679,,,3,1,198,3,,,3,4965,1
8680,,,4,5,196,2,,,3,5505,0
8681,,,5,1,137,2,,,9,4580,1
8682,,,3,3,192,3,,,4,5479,0
8683,,,3,4,214,3,,,1,5722,0
8684,,,6,3,267,4,,,2,5917,1
8685,,,3,5,205,3,,,9,4565,1
8686,,,2,4,102,4,,,6,5421,0
8687,,,3,2,150,2,,,5,5264,0
8688,,,5,1,176,3,,,3,5919,0
8689,,,3,3,169,3,,,1,4647,0
8690,,,4,4,151,3,,,5,4732,0
8691,,,3,5,243,3,,,1,4623,0
8692,,,4,2,150,2,,,2,5301,0
8693,,,4,3,229,2,,,6,4226,1
8694,,,6,2,164,4,,,6,5264,0
8695,,,3,5,220,3,,,9,5672,1
8696,,,3,1,187,3,,,7,4607,0
8697,,,5,4,255,3,,,1,5775,1
8698,,,5,4,252,3,,,2,4162,0
8699,,,5,5,242,4,,,2,5359,0
8700,,,3,1,162,3,,,7,5073,0
8701,,,3,2,219,3,,,1,4918,1
8702,,,4,2,248,3,,,2,5028,1
8703,,,4,3,228,3,,,1,5408,1
8704,,,4,4,149,2,,,2,5881,0
8705,,,3,5,206,3,,,9,5751,0
8706,,,3,1,204,3,,,4,4619,1
8707,,,5,3,222,4,,,2,4060,0
8708,,,3,5,248,2,,,1,4108,1
8709,,,3,3,225,3,,,7,4961,1
8710,,,3,2,244,2,,,9,4142,0
8711,,,2,3,184,4,,,3,4719,0
8712,,,4,5,223,3,,,9,5649,1
8713,,,4,2,133,6,,,9,4879,0
8714,,,4,3,164,4,,,1,4257,0
8715,,,3,5,222,4,,,9,4247,0
8716,,,2,1,198,2,,,8,4323,0
8717,,,5,5,198,3,,,5,4754,1
8718,,,5,1,193,6,,,4,5964,0
8719,,,5,1,149,3,,,9,5173,1
8720,,,4,4,265,4,,,6,4607,1
8721,,,3,3,187,2,,,7,4859,0
8722,,,4,5,198,2,,,9,4108,0
8723,,,3,4,177,3,,,1,4965,0
8724,,,5,3,255,4,,,5,5870,0
8725,,,3,2,141,2,,,7,5231,0
8726,,,3,2,180,2,,,4,4758,1
8727,,,3,4,254,3,,,4,5830,1
8728,,,2,3,211,2,,,2,4611,0
8729,,,3,4,238,2,,,7,5974,0
8730,,,4,4,239,3,,,6,5632,0
8731,,,4,3,175,2,,,3,4961,1
8732,,,5,2,238,2,,,5,5703,0
8733,,,6,4,268,4,,,5,4126,1
8734,,,4,5,142,2,,,10,5428,1
8735,,,3,2,186,2,,,3,5712,0
8736,,,4,3,154,3,,,4,4867,1
8737,,,4,4,229,2,,,9,5672,1
8738,,,3,4,264,3,,,8,4575,1
8739,,,4,3,196,3,,,8,5541,0
8740,,,5,2,169,2,,,4,6000,1
8741,,,3,5,168,3,,,8,5877,0
8742,,,3,4,226,2,,,8,5793,0
8743,,,5,4,189,2,,,4,5575,1
8744,,,4,4,183,2,,,7,4572,1
8745,,,3,1,228,2,,,7,4977,0
8746,,,3,2,260,2,,,7,5553,1
8747,,,4,2,112,2,,,8,4599,0
8748,,,5,5,221,3,,,9,5295,0
8749,,,4,5,258,3,,,8,4046,1
8750,,,4,2,133,3,,,5,5950,0
8751,,,3,1,139,3,,,4,4666,0
8752,,,5,1,251,4,,,10,5931,0
8753,,,5,1,258,3,,,3,4908,0
8754,,,4,2,229,2,,,7,4855,1
8755,,,6,4,220,4,,,5,5465,1
8756,,,5,3,160,3,,,10,4416,1
8757,,,3,1,154,3,,,4,4631,0
8758,,,5,3,197,5,,,1,5581,0
8759,,,4,4,141,3,,,10,4289,0
8760,,,3,2,199,2,,,7,5531,1
8761,,,4,3,187,6,,,9,5872,0
8762,,,3,4,136,3,,,6,4631,0
8763,,,3,4,232,5,,,9,5759,0
8764,,,3,2,257,2,,,9,5085,1
8765,,,4,1,156,2,,,4,5225,0
8766,,,3,5,179,3,,,2,4913,0
8767,,,5,5,182,3,,,9,5388,0
8768,,,4,4,209,6,,,7,4852,0
8769,,,5,5,137,3,,,5,4814,0
8770,,,5,2,174,5,,,8,4656,0
8771,,,3,4,251,3,,,5,5608,1
8772,,,5,4,220,2,,,8,5073,0
8773,,,3,3,196,4,,,9,5631,1
8774,,,3,1,162,3,,,10,5726,0
8775,,,4,2,242,2,,,8,5243,1
8776,,,4,3,226,3,,,10,5305,0
8777,,,3,1,101,3,,,7,4275,1
8778,,,5,2,226,3,,,1,5451,0
8779,,,5,3,280,6,,,5,4585,0
8780,,,4,2,257,2,,,3,4108,1
8781,,,5,5,185,5,,,5,4078,0
8782,,,3,2,199,3,,,8,5431,0
8783,,,3,2,273,3,,,8,5754,1
8784,,,4,5,229,4,,,6,4157,0
8785,,,3,3,199,3,,,1,4006,1
8786,,,3,1,151,3,,,7,4072,0
8787,,,5,1,213,2,,,10,5607,1
8788,,,3,4,151,3,,,3,4938,0
8789,,,4,2,212,3,,,5,5413,0
8790,,,4,3,175,3,,,9,4840,1
8791,,,3,3,182,4,,,2,4746,1
8792,,,5,2,211,2,,,2,5077,0
8793,,,3,1,160,3,,,5,5524,0
8794,,,3,5,268,2,,,10,5895,0
8795,,,3,5,188,4,,,3,4033,0
8796,,,3,2,234,3,,,5,4757,1
8797,,,5,1,151,4,,,5,4549,0
8798,,,3,3,150,2,,,9,4100,0
8799,,,3,5,268,3,,,6,4172,1
8800,,,2,4,248,3,,,7,4142,0
8801,,,3,3,232,2,,,8,5544,1
8802,,,5,2,164,3,,,6,4302,0
8803,,,3,3,211,3,,,3,5379,1
8804,,,3,5,195,2,,,9,5832,0
8805,,,4,5,208,2,,,4,5831,0
8806,,,3,1,176,2,,,4,5726,0
8807,,,5,2,258,3,,,8,4921,0
8808,,,4,4,224,3,,,1,4231,0
8809,,,4,4,263,3,,,1,5283,1
8810,,,3,1,203,10,,,7,5917,1
8811,,,4,4,266,7,,,10,5901,0
8812,,,6,1,189,3,,,9,5316,0
8813,,,3,1,242,8,,,8,5401,0
8814,,,4,2,265,4,,,3,4120,1
8815,,,3,2,138,10,,,1,5721,1
8816,,,4,4,268,3,,,9,4118,1
8817,,,4,3,211,7,,,9,5652,1
8818,,,6,3,137,8,,,6,5992,1
8819,,,4,5,234,5,,,2,1087,1
8820,,,5,4,242,5,,,1,1571,1
8821,,,7,2,307,4,,,8,1551,0
8822,,,6,1,260,4,,,6,1766,0
8823,,,4,4,239,5,,,6,1239,0
8824,,,6,2,305,4,,,9,1567,0
8825,,,5,2,254,6,,,5,1885,0
8826,,,2,1,258,5,,,10,1221,1
8827,,,5,3,267,6,,,8,1421,1
8828,,,4,3,246,5,,,7,1134,0
8829,,,4,3,246,5,,,1,1673,1
8830,,,4,4,261,5,,,2,1690,1
8831,,,5,5,239,5,,,6,1887,1
8832,,,5,5,245,5,,,5,1381,1
8833,,,5,1,237,5,,,8,1150,1
8834,,,7,3,307,4,,,1,1589,1
8835,,,5,4,252,5,,,2,1847,1
8836,,,5,2,225,5,,,5,1015,0
8837,,,6,4,258,4,,,9,1104,0
8838,,,7,5,254,4,,,6,1491,1
8839,,,5,1,232,5,,,6,1427,0
8840,,,7,1,255,4,,,8,1088,1
8841,,,5,3,235,5,,,4,1990,0
8842,,,7,1,269,4,,,4,1118,1
8843,,,3,1,211,3,,,1,4889,1
8844,,,3,4,195,2,,,10,4031,0
8845,,,4,5,208,2,,,1,4039,0
8846,,,3,5,176,2,,,8,5597,1
8847,,,5,1,258,3,,,8,5694,0
8848,,,4,3,224,3,,,6,5054,1
8849,,,4,3,263,3,,,3,4677,0
8850,,,3,5,203,10,,,1,4996,0
8851,,,4,4,266,7,,,3,5672,1
8852,,,6,3,189,3,,,3,5062,0
8853,,,3,1,242,8,,,4,4943,0
8854,,,4,2,265,4,,,10,4575,1
8855,,,3,1,138,10,,,4,4496,1
8856,,,4,3,268,3,,,10,5998,0
8857,,,4,1,211,7,,,4,4476,1
8858,,,6,4,137,8,,,9,4374,1
8859,,,4,5,234,5,,,3,1469,1
8860,,,5,1,242,5,,,8,1815,0
8861,,,7,1,307,4,,,4,1371,1
8862,,,6,3,260,4,,,1,1775,0
8863,,,4,5,239,5,,,6,1336,0
8864,,,6,2,305,4,,,2,1196,0
8865,,,5,1,254,6,,,1,1021,0
8866,,,2,3,258,5,,,6,1727,0
8867,,,5,1,267,6,,,3,1803,0
8868,,,4,5,246,5,,,2,1024,1
8869,,,4,3,246,5,,,5,1395,0
8870,,,4,4,261,5,,,2,1829,0
8871,,,5,3,239,5,,,10,1784,0
8872,,,5,5,245,5,,,10,1289,1
8873,,,5,3,237,5,,,4,1567,0
8874,,,7,1,307,4,,,2,1983,0
8875,,,5,1,252,5,,,4,1308,0
8876,,,5,4,225,5,,,6,2000,0
8877,,,6,3,281,4,,,8,1884,0
8878,,,6,5,269,4,,,7,1249,1
8879,,,4,1,271,5,,,3,1328,0
8880,,,5,2,239,5,,,6,1310,1
8881,,,7,5,308,4,,,1,1477,1
8882,,,6,1,256,4,,,7,1372,1
8883,,,4,5,251,5,,,7,1070,1
8884,,,5,3,270,5,,,9,1764,1
8885,,,6,4,289,4,,,1,1656,0
8886,,,6,4,253,4,,,6,1961,0
8887,,,7,3,305,4,,,5,1198,0
8888,,,3,4,219,6,,,2,1837,0
8889,,,4,1,231,5,,,10,1144,0
8890,,,6,4,298,4,,,8,1437,1
8891,,,6,5,282,4,,,4,1035,0
8892,,,5,3,240,5,,,4,1389,0
8893,,,5,2,223,5,,,6,1883,0
8894,,,4,1,226,5,,,9,1530,0
8895,,,5,5,253,5,,,4,1482,0
8896,,,6,4,249,4,,,2,1516,0
8897,,,6,4,294,4,,,5,1174,0
8898,,,5,1,225,5,,,2,1812,0
8899,,,6,5,253,4,,,2,1893,1
8900,,,5,1,236,5,,,10,1961,0
8901,,,7,2,284,4,,,1,1085,1
8902,,,5,2,244,5,,,1,1875,1
8903,,,6,3,269,4,,,4,1948,1
8904,,,6,5,308,4,,,7,1078,0
8905,,,6,4,270,4,,,10,1698,0
8906,,,5,3,238,5,,,1,1871,1
8907,,,4,5,295,3,,,2,1693,0
8908,,,2,2,310,3,,,1,1549,1
8909,,,6,2,290,4,,,1,1111,0
8910,,,7,2,288,4,,,4,1321,0
8911,,,6,5,299,4,,,2,1192,0
8912,,,6,5,243,4,,,6,1898,1
8913,,,5,3,229,5,,,1,1196,0
8914,,,6,2,288,4,,,9,1405,1
8915,,,6,3,276,4,,,6,1670,1
8916,,,7,4,270,4,,,5,1735,0
8917,,,4,3,246,5,,,10,1646,1
8918,,,5,5,269,5,,,5,1742,0
8919,,,5,3,241,5,,,2,1834,1
8920,,,4,4,248,5,,,2,1651,0
8921,,,6,2,271,4,,,3,1636,0
8922,,,4,5,250,5,,,6,1662,0
8923,,,5,5,229,5,,,2,1975,1
8924,,,7,3,296,4,,,4,1392,0
8925,,,6,1,307,4,,,3,1977,0
8926,,,7,1,258,4,,,3,1482,0
8927,,,6,2,255,4,,,3,1355,0
8928,,,5,3,163,3,,,1,1836,0
8929,,,5,5,265,6,,,4,1937,1
8930,,,4,3,269,5,,,2,1273,1
8931,,,6,3,273,5,,,8,1746,1
8932,,,5,5,257,5,,,5,1657,0
8933,,,6,3,258,4,,,9,1924,0
8934,,,5,3,140,5,,,6,1823,0
8935,,,5,2,268,5,,,2,1061,1
8936,,,6,4,279,4,,,5,1241,0
8937,,,4,3,225,5,,,3,1224,0
8938,,,6,4,296,4,,,5,1782,1
8939,,,5,3,162,4,,,6,1968,0
8940,,,4,3,208,3,,,7,4525,1
8941,,,4,2,185,2,,,3,5356,0
8942,,,4,4,270,2,,,6,5221,0
8943,,,3,1,266,3,,,8,4574,0
8944,,,4,5,148,2,,,2,4883,1
8945,,,4,5,201,3,,,1,5898,1
8946,,,4,1,171,2,,,1,5717,0
8947,,,4,3,236,3,,,1,4752,0
8948,,,4,4,220,3,,,4,5622,0
8949,,,4,2,161,4,,,9,4713,1
8950,,,5,1,241,3,,,7,5342,0
8951,,,5,4,208,2,,,9,4569,0
8952,,,6,5,150,3,,,3,5747,0
8953,,,4,3,233,2,,,3,4748,0
8954,,,2,2,98,5,,,10,4368,0
8955,,,3,2,271,5,,,5,4880,0
8956,,,2,2,247,3,,,4,4686,1
8957,,,3,5,218,4,,,4,5330,0
8958,,,5,3,182,4,,,5,4770,1
8959,,,4,2,261,2,,,4,5926,1
8960,,,5,1,167,3,,,9,4660,0
8961,,,3,3,206,3,,,3,5746,1
8962,,,6,4,257,6,,,7,4265,0
8963,,,4,3,185,5,,,9,5648,0
8964,,,5,2,183,5,,,8,4820,0
8965,,,5,1,185,3,,,7,4855,1
8966,,,3,5,178,3,,,7,4135,0
8967,,,4,4,258,3,,,10,4958,1
8968,,,4,1,238,4,,,10,4860,0
8969,,,3,2,209,2,,,9,5203,0
8970,,,2,3,260,2,,,1,4547,0
8971,,,4,5,247,2,,,9,4656,0
8972,,,3,3,261,3,,,2,5629,1
8973,,,4,5,243,4,,,1,5328,0
8974,,,5,1,160,4,,,5,5841,0
8975,,,5,2,203,2,,,2,4712,1
8976,,,3,5,220,4,,,5,5677,0
8977,,,3,2,233,3,,,7,5838,0
8978,,,4,4,101,5,,,8,4192,0
8979,,,5,4,191,4,,,8,4566,1
8980,,,3,3,265,3,,,10,4093,1
8981,,,4,3,249,3,,,4,4811,0
8982,,,4,4,184,3,,,10,5705,1
8983,,,5,5,182,3,,,10,5060,0
8984,,,5,5,198,2,,,3,5249,0
8985,,,3,1,110,4,,,6,5474,1
8986,,,4,3,268,2,,,4,5280,1
8987,,,4,3,146,3,,,10,5372,0
8988,,,5,2,235,2,,,10,4938,0
8989,,,5,2,270,3,,,3,5266,1
8990,,,4,4,174,2,,,1,4541,1
8991,,,4,2,239,4,,,10,5528,1
8992,,,3,4,236,4,,,9,4744,0
8993,,,4,5,162,2,,,9,5345,1
8994,,,3,4,260,3,,,8,5215,0
8995,,,3,1,217,3,,,1,4177,1
8996,,,5,3,232,3,,,3,4526,0
8997,,,4,5,260,3,,,6,4221,0
8998,,,4,2,184,3,,,5,5931,1
8999,,,5,4,145,4,,,4,4790,0
9000,,,5,1,189,2,,,10,5248,0
9001,,,5,3,150,2,,,9,4446,0
9002,,,3,3,200,3,,,3,5739,0
9003,,,5,1,133,2,,,1,4643,0
9004,,,4,2,260,3,,,4,5504,1
9005,,,4,2,195,2,,,10,4640,0
9006,,,4,3,245,4,,,4,5940,0
9007,,,6,3,166,4,,,10,5783,1
9008,,,3,5,245,4,,,8,5600,0
9009,,,6,2,130,5,,,3,5654,0
9010,,,3,5,204,4,,,6,4879,1
9011,,,4,2,210,3,,,8,5672,1
9012,,,3,5,264,4,,,8,4324,0
9013,,,5,2,141,2,,,1,4287,0
9014,,,3,5,162,3,,,1,4432,0
9015,,,4,5,137,2,,,6,4055,1
9016,,,4,3,141,2,,,8,4331,0
9017,,,6,3,127,3,,,7,5574,1
9018,,,2,2,270,4,,,6,5585,0
9019,,,3,4,185,4,,,6,5322,0
9020,,,4,1,241,3,,,6,5836,0
9021,,,3,2,124,5,,,10,5348,0
9022,,,3,4,228,4,,,6,4947,0
9023,,,5,4,140,3,,,4,4623,0
9024,,,6,3,192,4,,,9,5239,1
9025,,,4,2,253,5,,,3,4676,1
9026,,,3,4,287,5,,,9,5308,0
9027,,,3,4,162,5,,,1,4240,1
9028,,,3,4,156,3,,,4,4628,0
9029,,,4,3,187,4,,,4,4757,0
9030,,,6,3,171,3,,,1,4952,0
9031,,,6,2,240,6,,,3,5967,1
9032,,,3,3,250,4,,,1,4717,0
9033,,,4,5,180,4,,,10,5176,1
9034,,,3,1,242,4,,,10,4809,1
9035,,,3,1,162,4,,,4,5683,0
9036,,,5,5,210,3,,,8,5906,1
9037,,,4,1,189,2,,,4,4122,0
9038,,,4,5,187,2,,,6,4316,1
9039,,,4,1,179,2,,,7,4605,0
9040,,,2,1,199,2,,,10,5345,0
9041,,,5,1,158,4,,,4,5687,1
9042,,,3,4,181,3,,,10,5276,1
9043,,,3,5,238,2,,,8,5769,0
9044,,,5,5,225,4,,,3,5274,1
9045,,,5,1,172,2,,,3,4892,0
9046,,,4,2,199,3,,,4,4070,0
9047,,,4,4,248,3,,,10,4532,0
9048,,,3,2,226,3,,,5,5484,0
9049,,,4,1,177,3,,,6,5215,0
9050,,,3,4,238,2,,,5,4349,1
9051,,,4,5,161,3,,,5,4732,0
9052,,,2,1,271,3,,,1,4537,0
9053,,,5,2,254,3,,,8,5892,1
9054,,,4,2,238,2,,,1,5229,0
9055,,,5,5,169,3,,,2,5942,1
9056,,,3,3,168,2,,,10,5334,1
9057,,,2,5,243,3,,,7,4486,0
9058,,,4,5,195,3,,,7,4835,0
9059,,,3,2,227,3,,,5,4167,1
9060,,,3,2,199,3,,,10,5768,1
9061,,,3,2,160,3,,,7,4468,0
9062,,,2,2,160,6,,,9,4972,1
9063,,,4,4,251,4,,,10,5984,0
9064,,,6,2,225,4,,,6,5787,1
9065,,,4,3,260,4,,,5,5307,0
9066,,,4,2,263,3,,,4,4935,1
9067,,,5,5,196,3,,,7,4084,1
9068,,,4,2,184,2,,,10,5959,0
9069,,,5,5,231,2,,,6,5862,0
9070,,,3,1,153,2,,,7,5292,1
9071,,,3,1,173,2,,,7,4684,0
9072,,,3,1,159,3,,,3,5044,0
9073,,,5,4,137,2,,,7,5338,1
9074,,,3,1,249,2,,,9,5987,1
9075,,,3,5,247,3,,,10,4286,1
9076,,,3,2,205,3,,,3,4563,1
9077,,,3,2,209,3,,,5,4999,0
9078,,,3,2,247,2,,,1,4242,0
9079,,,4,3,225,2,,,2,4169,1
9080,,,3,5,150,10,,,2,5042,0
9081,,,5,2,210,7,,,4,4525,1
9082,,,3,2,247,2,,,2,4677,0
9083,,,5,5,167,3,,,9,4319,1
9084,,,4,5,233,3,,,7,5604,1
9085,,,2,5,204,10,,,1,4709,0
9086,,,5,5,140,8,,,2,4793,1
9087,,,6,3,218,6,,,8,5879,0
9088,,,3,3,250,3,,,9,4993,0
9089,,,3,4,225,4,,,10,4460,1
9090,,,7,1,308,4,,,2,1504,0
9091,,,6,5,256,4,,,2,1163,0
9092,,,4,3,251,5,,,2,1482,0
9093,,,5,3,270,5,,,8,1862,0
9094,,,6,5,289,4,,,5,1600,1
9095,,,6,3,253,4,,,9,1823,0
9096,,,7,2,305,4,,,7,1813,0
9097,,,3,3,219,6,,,10,1116,0
9098,,,4,2,231,5,,,8,1562,0
9099,,,6,5,298,4,,,5,1804,0
9100,,,6,5,282,4,,,5,1364,1
9101,,,5,1,240,5,,,2,1400,1
9102,,,5,3,223,5,,,4,1817,0
9103,,,4,4,226,5,,,1,1761,0
9104,,,5,3,253,5,,,6,1028,0
9105,,,6,4,249,4,,,10,1318,0
9106,,,6,5,294,4,,,10,1628,1
9107,,,4,4,263,3,,,8,5475,0
9108,,,5,2,196,3,,,4,4868,1
9109,,,4,5,184,2,,,2,4429,0
9110,,,5,4,231,2,,,7,5491,1
9111,,,3,1,153,2,,,6,4996,0
9112,,,3,2,173,2,,,8,5492,0
9113,,,3,1,159,3,,,10,4358,1
9114,,,5,4,137,2,,,2,4077,1
9115,,,3,1,249,2,,,1,5190,1
9116,,,3,4,247,3,,,9,5383,0
9117,,,3,3,205,3,,,1,5851,1
9118,,,3,3,209,3,,,5,5831,0
9119,,,3,3,247,2,,,8,4593,1
9120,,,4,1,225,2,,,5,5714,1
9121,,,3,2,150,10,,,6,5580,0
9122,,,5,3,210,7,,,4,4362,0
9123,,,3,1,247,2,,,7,5557,0
9124,,,5,5,167,3,,,1,4314,0
9125,,,4,5,233,3,,,2,4501,0
9126,,,2,4,204,10,,,4,4679,1
9127,,,5,1,140,8,,,7,5437,0
9128,,,6,3,218,6,,,5,4352,1
9129,,,3,1,250,3,,,7,4760,0
9130,,,3,1,225,4,,,10,4080,1
9131,,,7,5,308,4,,,6,1165,0
9132,,,6,3,256,4,,,9,1212,1
9133,,,4,5,251,5,,,7,1381,0
9134,,,5,1,270,5,,,10,1397,0
9135,,,6,1,289,4,,,3,1181,1
9136,,,6,5,253,4,,,8,1899,1
9137,,,7,3,305,4,,,6,1167,0
9138,,,3,5,219,6,,,1,1394,0
9139,,,4,1,231,5,,,6,1231,0
9140,,,6,5,298,4,,,8,1759,1
9141,,,6,1,282,4,,,7,1758,0
9142,,,5,3,240,5,,,6,1489,0
9143,,,5,5,223,5,,,8,1132,0
9144,,,5,2,140,5,,,2,1521,0
9145,,,5,3,268,5,,,5,1365,0
9146,,,6,3,279,4,,,7,1090,1
9147,,,4,3,225,5,,,6,1573,0
9148,,,6,3,296,4,,,7,1515,0
9149,,,5,5,162,4,,,8,1311,0
9150,,,6,5,255,4,,,2,1218,1
9151,,,7,5,255,4,,,9,1367,0
