Item Name,Category,Version,Item Code,Item ID,Buyer ID,Transaction ID,Date,Final Quantity,Total Revenue,Price Reductions,Refunds,Final Revenue,Sales Tax,Overall Revenue,Refunded Item Count,Purchased Item Count
AYN,Product P,38 / B / FtO,CF-E4A-C30-968-3-91F666E,74070545,6366798,7.30068E+13,15/01/2019,1,55,-5.5,0,49.5,9.9,59.4,0,1
HZX,Product B,36 / B / 33,33-789-CE3-960-3-3896A02,72975940,7193709,3.16621E+13,8/3/2019,1,57.5,0,0,57.5,11.5,69,0,1
AYN,Product H,32 / A / FtO,E2-A0E-71F-9E2-B-EA592FD,85632133,3278020,2.1156E+13,22/01/2019,1,74.17,0,0,74.17,14.83,89,0,1
OJN,Product G,33 / A / 9,0F-2B3-763-853-1-D31E5C2,73544700,7016991,1.85752E+13,18/04/2019,1,57.5,0,0,57.5,11.5,69,0,1
KNB,Product H,36 / B / FtO,65-74E-443-294-2-17CE026,72442713,3052488,7.99772E+13,31/12/2018,1,51.67,0,0,51.67,10.33,62,0,1
YQX,Product H,32 / C / FtO,5C-443-E8D-C2B-E-B1ABC2C,50742391,4930162,7.91607E+13,19/04/2019,1,74.17,0,0,74.17,14.83,89,0,1
HZX,Product B,37 / A / FtO,37-7A9-98E-978-6-8B91741,24064862,5672789,7.72543E+13,14/12/2018,1,82.5,0,0,82.5,16.5,99,0,1
RJF,Product P,32 / A / FtO,D9-FBB-83F-429-F-51CFE08,84452481,3133991,4.29303E+13,23/11/2018,1,79.17,-15.84,0,63.33,12.67,76,0,1
LQS,Product B,31 / C / 30,34-ED3-584-CFA-9-2A2B313,38580864,2762511,4.73808E+13,1/3/2019,-1,0,0,-82.5,-82.5,-16.5,-99,-1,0
YQX,Product H,34 / C / FtO,4E-704-D68-7D8-0-039056F,25390669,2413014,8.57046E+13,13/11/2018,1,74.16,0,0,74.16,14.84,89,0,1
VXH,Product P,36 / C / FtO,EA-328-220-792-C-A81A4E3,40522014,6108911,6.15424E+13,12/12/2018,-1,0,0,-63.33,-63.33,-12.67,-76,-1,0
OTH,Product D,33 / A / 32,91-347-E11-591-6-21F6B49,61310715,3581297,3.06677E+13,28/04/2019,1,74.17,0,0,74.17,14.83,89,0,1
QID,Product H,32 / A / 32,03-560-583-C77-4-2F40083,77431062,6229656,4.38683E+13,18/03/2019,1,74.17,0,0,74.17,14.83,89,0,1
YQX,Product H,33 / B / FtO,88-B81-680-097-8-382CF03,93145342,3719679,4.4037E+13,11/2/2019,1,74.17,-14.84,0,59.33,11.87,71.2,0,1
KNB,Product H,32 / A / FtO,30-179-427-202-E-5E09682,68735596,2365291,4.95682E+13,27/12/2018,1,51.67,-5.17,0,46.5,9.3,55.8,0,1
EXR,Product J,34 / B / FtO,AE-AE3-35E-D5B-3-AB5C7B8,89495938,5007453,4.88522E+13,20/02/2019,1,99.17,0,0,99.17,19.83,119,0,1
WHX,Product P,33 / A / 33,93-625-EDD-A6F-D-9D0F7FA,59276428,9073017,9.76548E+13,8/11/2018,1,79.17,-7.92,0,71.25,14.25,85.5,0,1
LQS,Product B,32 / B / FtO,FA-5DC-6DE-CFF-3-89A2779,24064862,9782795,7.7039E+13,26/12/2018,1,82.5,0,0,82.5,16.5,99,0,1
AYN,Product H,34 / A / FtO,4E-2A3-483-73C-6-FDE84AF,92215853,9509624,9.06603E+13,20/04/2019,1,74.16,-20.83,0,53.33,10.67,64,0,1
FQD,Product H,34 / B / FtO,3B-E5F-7A0-B87-0-C91E6E9,61310715,8638426,3.61589E+13,25/04/2019,1,74.16,0,0,74.16,14.84,89,0,1
NMA,Product H,31 / A / 30,0F-59D-A38-1A4-E-DAC3526,83575644,8397801,7.25948E+13,15/03/2019,-1,0,0,-74.17,-74.17,-14.83,-89,-1,0
FTU,Product R,L / Sl / Lo,2A-AFF-5A7-32F-9-6A8E4AF,88419828,2905440,2.81905E+13,15/03/2019,1,29.17,0,0,29.17,5.83,35,0,1
XEB,Product P,32 / A / FtO,9B-4F6-394-270-9-B42418C,29493563,1186403,1.30554E+13,26/03/2019,-1,0,0,-58.33,-58.33,-11.67,-70,-1,0
XEB,Product D,34 / A / FtO,EA-048-158-A25-3-11DAA3E,27215940,6278224,5.2044E+13,10/1/2019,-1,0,0,-51.67,-51.67,-10.33,-62,-1,0
WHX,Product D,30 / A / 31,11-CED-DEA-25D-9-F644B74,78258790,4846496,7.21601E+13,22/11/2018,-1,0,0,-55.63,-55.63,-11.12,-66.75,-1,0
WHX,Product P,36 / B / FtO,91-036-77F-B0C-A-F756CA7,78895639,2147829,3.20289E+13,10/4/2019,-1,0,0,-79.17,-79.17,-15.83,-95,-1,0
WHX,Product P,36 / B / FtO,91-036-77F-B0C-A-F756CA7,78895639,3848664,6.94921E+13,26/01/2019,1,79.17,-6.33,0,72.84,14.57,87.41,0,1
OHR,Product D,40 / B / FtO,EE-270-964-236-0-503B816,40522014,3104265,7.87552E+13,10/11/2018,-1,0,0,-74.17,-74.17,-14.83,-89,-1,0
NWB,Product D,34 / B / 29,AD-6EB-97F-464-F-289A9F1,49656095,4828226,2.18043E+13,8/3/2019,1,51.67,0,0,51.67,10.33,62,0,1
XEB,Product P,35 / C / 28,00-8FF-B34-15B-A-0AE3D3B,92994496,4955191,8.89557E+13,8/12/2018,-1,0,0,-59.37,-59.37,-11.88,-71.25,-1,0
EXR,Product J,38 / B / FtO,B5-21A-C6A-BA7-0-86A817A,89495938,6150450,9.08642E+13,21/02/2019,1,99.17,0,0,99.17,19.83,119,0,1
MAG,Product B,32 / B / FtO,F2-8AF-DDD-7A9-6-A27578B,24064862,7484409,3.7594E+13,31/12/2018,1,57.51,-8.63,0,48.88,9.77,58.65,0,1
FQD,Product O,31 / A / 9,08-FC5-C7E-546-4-9B1831D,10383852,5732110,4.09538E+13,27/04/2019,1,57.49,-5.6,0,51.89,10.38,62.27,0,1
YQX,Product H,36 / A / FtO,1D-B55-67B-07D-F-75357CE,14115717,5456829,8.33837E+13,14/12/2018,1,74.16,0,0,74.16,14.84,89,0,1
ZQV,Product W,31 / A / FtO,35-DCE-D40-5BB-F-9FFB7F2,44945143,6188555,2.26643E+13,23/11/2018,1,82.5,-16.5,0,66,13.2,79.2,0,1
NWB,Product H,36 / A / 30,8F-C8C-DA1-1A3-E-6CE3861,10768707,1.85305E+13,6.35373E+13,16/01/2019,1,51.67,-5.17,0,46.5,9.3,55.8,0,1
OTH,Product D,34 / B / FtO,CC-E97-548-711-1-D337D72,61310715,5294390,8.5773E+13,25/04/2019,1,74.17,0,0,74.17,14.83,89,0,1
NWB,Product D,34 / B / FtO,D7-D22-91E-C1B-C-34E3BD1,40522014,7255545,7.23527E+13,24/12/2018,1,51.67,-10.42,0,41.25,8.25,49.5,0,1
RJF,Product T,34 / B / 9,C0-04B-6CB-52F-6-7CD221D,31355561,4530141,5.7983E+13,10/1/2019,-1,0,0,-40,-40,-8,-48,-1,0
WHX,Product P,32 / A / FtO,93-BCE-0C8-1F0-0-CE76A69,66995443,1023382,7.99668E+13,9/1/2019,-1,0,0,-58.33,-58.33,-11.67,-70,-1,0
JAF,Product W,40 / C / FtO,26-BB1-44D-89F-2-E6BE309,87226152,1480855,9.75798E+13,2/1/2019,1,40.83,0,0,40.83,8.17,49,0,1
AYN,Product P,34 / B / FtO,E6-FAF-D36-0E0-2-DC24994,88732635,2834070,1.07107E+13,22/01/2019,-1,0,0,-49.5,-49.5,-9.9,-59.4,-1,0
KNB,Product H,40 / C / FtO,F2-30E-B9E-E49-6-C7767B7,35217329,7133968,3.55639E+13,7/4/2019,1,74.17,0,0,74.17,14.83,89,0,1
LQS,Product C,40 / C / FtO,64-E00-819-7F3-F-E6027C2,26922227,4402559,3.34252E+13,13/11/2018,1,82.5,0,0,82.5,16.5,99,0,1
RIH,Product H,32 / B / 32,FF-40A-074-1F2-0-5ADD070,87145353,6942316,5.21836E+13,26/12/2018,1,51.66,0,0,51.66,10.34,62,0,1
RJK,Product R,L / Sl / Re,B3-454-173-827-F-2D4BC05,88419828,9707976,5.63402E+13,26/03/2019,1,29.17,0,0,29.17,5.83,35,0,1
QID,Product H,34 / B / FtO,C9-414-FFC-143-B-93F2FD7,58925511,6049136,3.03147E+13,13/12/2018,-1,0,0,-74.17,-74.17,-14.83,-89,-1,0
FTU,Product N,L / St / Re,BE-942-4D1-CFD-D-B4FDB54,54388513,6977920,9.44154E+13,27/01/2019,1,49.17,0,0,49.17,9.83,59,0,1
QMB,Product J,31 / A / FtO,98-DB6-FD0-3DB-7-BDF4372,72085551,7082658,4.87509E+13,14/12/2018,1,99.17,0,0,99.17,19.83,119,0,1
YQX,Product H,35 / C / FtO,EC-F4B-F2B-841-7-6A981A1,26187897,1156548,5.71281E+13,30/12/2018,1,74.16,0,0,74.16,14.84,89,0,1
FTU,Product N,M+ / Sl / Re,8C-9A6-25B-854-5-4AD2422,54388513,2714781,6.9396E+13,12/4/2019,1,40.83,0,0,40.83,8.17,49,0,1
MTW,Product C,34 / B / FtO,6A-792-12E-665-6-998F5DA,26922227,4884133,4.71787E+13,29/12/2018,1,57.5,0,0,57.5,11.5,69,0,1
AYN,Product P,38 / B / 31,DD-9CE-FA0-DEC-C-EE13C17,11708904,9038420,2.62503E+13,24/12/2018,1,55,0,0,55,11,66,0,1
ZQV,Product W,36 / B / FtO,6E-E49-C04-FA4-3-C15730E,44945143,3964115,2.18043E+13,8/3/2019,1,57.5,0,0,57.5,11.5,69,0,1
NWB,Product D,34 / B / FtO,D7-D22-91E-C1B-C-34E3BD1,40522014,4802378,4.45041E+13,28/12/2018,1,51.67,0,0,51.67,10.33,62,0,1
WHX,Product P,37 / C / FtO,5B-ADB-166-4F9-0-DCAA2E1,14526828,3718822,4.68672E+13,26/01/2019,1,79.17,0,0,79.17,15.83,95,0,1
KNB,Product P,36 / C / FtO,86-4C4-578-335-7-C8C1CDB,88269721,6658888,6.32687E+13,22/01/2019,1,79.17,-7.92,0,71.25,14.25,85.5,0,1
KDP,Product G,31 / A / 9,A5-C7D-715-21E-4-3E87A6E,10383852,5227837,7.64559E+13,30/04/2019,1,57.5,0,0,57.5,11.5,69,0,1
RJK,Product R,XL / Sl / Re,93-196-52C-AFA-D-24E5E09,88419828,3789694,8.22161E+13,11/4/2019,1,29.17,0,0,29.17,5.83,35,0,1
WHX,Product P,38 / C / FtO,1C-F31-5C5-A71-9-E27F89C,23625707,5635217,7.79927E+13,1/4/2019,1,79.16,-20.83,0,58.33,11.67,70,0,1
ZQV,Product W,34 / A / FtO,B0-F46-52D-99B-D-AD4D07D,44945143,1194702,9.74083E+13,9/11/2018,1,82.5,0,0,82.5,16.5,99,0,1
MTW,Product C,37 / B / FtO,9B-B13-07E-EC5-9-DE843EC,26922227,7234661,5.30402E+13,25/12/2018,1,57.5,0,0,57.5,11.5,69,0,1
EYV,Product H,34 / A / FtO,FD-B24-B9C-212-E-AD6D92C,22559066,2662550,1.84778E+13,28/11/2018,1,89,-8.9,0,80.1,0,80.1,0,1
QID,Product H,36 / A / FtO,94-517-2C8-295-E-51BD869,85931727,9875036,1.28094E+13,26/02/2019,1,74.17,0,0,74.17,14.83,89,0,1
TSH,Product P,34 / B / FtO,30-612-F8B-3F0-D-1399050,40522014,5333223,8.73751E+13,24/12/2018,1,55,-4.32,0,50.68,10.14,60.82,0,1
WHX,Product P,32 / B / 33,F4-B7A-5CF-82D-6-0D01F9F,22570228,1713947,6.44204E+13,5/2/2019,1,79.16,0,0,79.16,15.84,95,0,1
WHX,Product D,32 / B / FtO,18-E7C-DCC-C2D-D-B9DBE7F,99422590,6870106,8.31851E+13,14/11/2018,1,74.17,-9.86,0,64.31,12.86,77.17,0,1
AZN,Product H,40 / A / 30,91-2A5-2EB-BC9-D-4CA24FD,78267004,5546817,3.04382E+13,31/12/2018,1,51.66,0,0,51.66,10.34,62,0,1
CRH,Product N,L / St / Sh,33-51B-F2A-BAA-E-3996639,86051389,1918702,8.66501E+13,7/1/2019,1,24.16,0,0,24.16,4.84,29,0,1
OTH,Product P,32 / B / 31,19-EAB-C01-FDD-5-26DE0A7,70926371,7074652,5.69924E+13,5/3/2019,1,79.17,0,0,79.17,15.83,95,0,1
WHX,Product D,33 / A / FtO,59-D9E-0C2-348-C-DB04ABA,29996555,9611094,2.43724E+13,18/12/2018,1,74.17,0,0,74.17,14.83,89,0,1
OHR,Product H,31 / B / FtO,7B-E24-3BF-C91-7-C676A9C,22559066,4660354,3.67958E+13,5/12/2018,1,74.18,-20.84,0,53.34,10.66,64,0,1
RJF,Product P,32 / A / 31,13-ABC-75E-781-7-A507977,21845597,6616010,8.87601E+13,10/12/2018,1,79.17,-20.84,0,58.33,11.67,70,0,1
WHX,Product P,36 / A / FtO,B1-E8F-D9B-1CB-F-B4E9E3B,95527147,2762230,5.31677E+13,30/04/2019,1,79.16,-20.83,0,58.33,11.67,70,0,1
VXH,Product A,35 / B / 30,79-274-FAA-A46-8-6A39655,88833325,1962423,9.94004E+13,5/11/2018,1,107.5,0,0,107.5,21.5,129,0,1
FTU,Product N,M / Sl / Re,22-330-DA4-7AD-5-87D2B7C,54388513,1228518,8.62225E+13,14/01/2019,1,49.17,0,0,49.17,9.83,59,0,1
KNB,Product H,34 / B / 33,01-645-CB7-65D-2-EAF33C7,65982697,2506443,9.97401E+13,1/4/2019,1,74.16,-14.83,0,59.33,11.87,71.2,0,1
NWB,Product D,33 / B / FtO,70-CF2-ED1-D42-E-292CCA1,40522014,6538268,8.11497E+13,24/12/2018,1,51.68,-5.26,0,46.42,9.28,55.7,0,1
XEB,Product P,35 / B / FtO,C3-FE5-406-65A-5-ABC9524,39740759,4886726,7.10966E+13,24/11/2018,1,79.17,-20.84,0,58.33,11.67,70,0,1
YQX,Product R,M+ / Sl / Lo,A1-C83-1A9-D81-2-7DD808D,88419828,1185662,3.86687E+13,23/04/2019,1,29.17,0,0,29.17,5.83,35,0,1
LPZ,Product N,L / Sl / Re,F0-91F-BEF-8A1-8-4AB1DF0,50327934,9776647,8.12127E+13,2/1/2019,1,24.17,0,0,24.17,4.83,29,0,1
YQX,Product H,37 / C / FtO,D6-751-3F2-79D-1-7D8D95F,1.56096E+13,5339045,5.68377E+13,26/03/2019,-1,0,0,-66.75,-66.75,-13.35,-80.1,-1,0
WHX,Product P,34 / A / FtO,76-BA0-289-04B-C-9EB5C4F,83605938,1264219,9.33735E+13,18/11/2018,1,79.17,-7.92,0,71.25,14.25,85.5,0,1
RJK,Product P,34 / A / FtO,73-947-09A-165-4-E3653DF,16345004,8239139,5.89294E+13,1/4/2019,1,79.16,-15.83,0,63.33,12.67,76,0,1
FTU,Product N,M+ / St / Re,1F-12B-AAF-1E3-3-904D073,54388513,6292065,8.39887E+13,18/11/2018,-1,0,0,-49.17,-49.17,-9.83,-59,-1,0
RJF,Product P,35 / C / 34,A9-F06-4C2-EEA-4-8578988,74437836,9218226,7.8856E+13,27/12/2018,1,79.17,0,0,79.17,15.83,95,0,1
OHR,Product D,35 / A / FtO,AE-5D0-236-A3E-3-15560CB,40522014,7966312,1.70192E+13,23/01/2019,-1,0,0,-59.34,-59.34,-11.86,-71.2,-1,0
KNB,Product H,31 / B / FtO,0D-244-968-57A-A-C08F0B3,40798763,1101504,7.46121E+13,26/12/2018,1,51.67,0,0,51.67,10.33,62,0,1
WHX,Product P,32 / B / FtO,85-2EB-163-D62-5-FC50316,26246865,6255100,4.54496E+13,31/12/2018,1,79.17,0,0,79.17,15.83,95,0,1
YMR,Product W,35 / A / FtO,A7-266-AD6-CB5-D-DC2893E,44945143,1884456,9.49658E+13,17/11/2018,1,82.5,-16.5,0,66,13.2,79.2,0,1
WHX,Product P,33 / A / FtO,30-A45-0F8-A47-3-597F220,30466884,8930508,7.81505E+13,6/1/2019,1,79.17,-11.88,0,67.29,13.46,80.75,0,1
FQD,Product H,32 / C / FtO,EE-32D-C50-22F-6-130DF3A,61310715,4282143,6.88333E+13,25/03/2019,-1,0,0,-53.33,-53.33,-10.67,-64,-1,0
QID,Product H,36 / A / FtO,94-517-2C8-295-E-51BD869,85931727,3796761,1.36214E+13,6/1/2019,1,74.17,0,0,74.17,14.83,89,0,1
VTH,Product Q,36 / B / 34,26-4B3-B5F-8BE-1-C23D95A,50496423,6478130,2.36342E+13,3/1/2019,1,36.67,0,0,36.67,7.33,44,0,1
QID,Product H,40 / B / FtO,76-40D-DD3-18F-E-138F7FD,8.42221E+13,4121663,6.26812E+13,22/11/2018,1,74.18,-14.84,0,59.34,11.86,71.2,0,1
RJF,Product P,33 / B / FtO,3D-687-99C-14F-4-661E2E7,42015157,9421928,3.27344E+13,9/1/2019,1,79.18,-15.84,0,63.34,12.66,76,0,1
VXH,Product P,34 / A / FtO,E6-7B9-18B-A92-B-4E4C264,40522014,2716365,8.33589E+13,2/11/2018,1,74.17,0,0,74.17,14.83,89,0,1
LQS,Product B,38 / B / FtO,F4-898-351-5AF-7-6394475,24064862,3110100,4.26333E+13,17/11/2018,1,82.5,-16.5,0,66,13.2,79.2,0,1
NSP,Product P,34 / A / FtO,EE-3D4-3A2-417-4-22962E1,22559066,7639318,7.23664E+13,30/12/2018,1,55.01,-7.09,0,47.92,9.58,57.5,0,1
AYN,Product P,34 / A / FtO,2E-D63-45B-BC9-6-734FB10,32335969,4982116,4.69145E+13,26/12/2018,1,55,0,0,55,11,66,0,1
NWB,Product H,33 / B / FtO,A4-25C-C46-3AC-B-F8A9818,22559066,9895435,5.48379E+13,24/11/2018,1,74.16,0,0,74.16,14.84,89,0,1
WHX,Product P,36 / B / FtO,91-036-77F-B0C-A-F756CA7,78895639,5270494,6.38663E+13,26/11/2018,1,79.17,-15.84,0,63.33,12.67,76,0,1
XEB,Product P,36 / A / 29,13-B6C-3F1-553-E-F23D56F,44681683,7302553,8.78094E+13,24/11/2018,1,79.17,-15.84,0,63.33,12.67,76,0,1
LQS,Product B,36 / B / FtO,87-6F0-1EF-A5F-6-0D662E5,24064862,7072734,3.96235E+13,7/12/2018,1,82.5,-8.25,0,74.25,14.85,89.1,0,1
ZQV,Product W,30 / A / 30,4D-9D7-FB5-AFA-4-8571468,93240252,5909755,7.77638E+13,8/3/2019,1,57.5,0,0,57.5,11.5,69,0,1
EXR,Product J,34 / A / FtO,A5-71F-29F-8A9-0-CEFAAC5,89495938,1786808,6.80055E+13,21/02/2019,1,99.17,0,0,99.17,19.83,119,0,1
AYN,Product P,38 / B / 28,65-487-F4F-8B4-B-0B2D823,92126266,7133666,9.09775E+13,10/1/2019,1,55,0,0,55,11,66,0,1
WHX,Product P,36 / B / FtO,91-036-77F-B0C-A-F756CA7,78895639,9123098,7.40057E+13,20/04/2019,1,79.17,0,0,79.17,15.83,95,0,1
ZQV,Product W,31 / A / FtO,35-DCE-D40-5BB-F-9FFB7F2,44945143,1302198,4.58698E+13,30/11/2018,-1,0,0,-82.5,-82.5,-16.5,-99,-1,0
YQX,Product H,31 / A / FtO,7E-DD5-BAD-F3F-E-AA11AE6,29167199,3792689,1.6677E+13,31/12/2018,1,74.17,0,0,74.17,14.83,89,0,1
AYN,Product P,32 / A / FtO,19-D69-657-C87-E-050BA96,56850535,5411534,4.69093E+13,12/12/2018,1,79.17,-7.92,0,71.25,14.25,85.5,0,1
YQX,Product O,36 / B / 11,38-AA6-622-F07-2-1BEC6DD,10383852,6598582,4.9863E+13,21/04/2019,1,57.49,-8.62,0,48.87,9.78,58.65,0,1
WHX,Product P,33 / C / 33,A2-AD3-35C-BE2-1-BB13E6C,92126266,9764619,9.27207E+13,13/11/2018,1,79.17,-7.92,0,71.25,14.25,85.5,0,1
RJF,Product P,31 / C / FtO,E5-0D6-8F7-54E-E-B39435C,28266788,1892946,6.93058E+13,10/3/2019,1,79.17,0,0,79.17,15.83,95,0,1
LPZ,Product N,L+ / Sl / Re,4C-B3E-81C-603-A-C84D016,50327934,1339571,1.96953E+13,26/03/2019,-1,0,0,-24.17,-24.17,-4.83,-29,-1,0
RIH,Product P,33 / A / FtO,BA-CBC-7FB-975-8-9FE521B,90083653,3689273,2.06638E+13,28/01/2019,-1,0,0,-36.67,-36.67,-7.33,-44,-1,0
YQX,Product H,34 / B / FtO,07-3BC-D50-361-2-7C5F5AE,72009142,7271454,8.60535E+13,25/11/2018,1,74.18,-14.84,0,59.34,11.86,71.2,0,1
OTH,Product P,31 / A / FtO,5D-FFB-F0C-0B2-2-DB7CA0B,16345004,8035100,7.16357E+13,29/04/2019,1,79.17,0,0,79.17,15.83,95,0,1
XEB,Product P,35 / B / FtO,C3-FE5-406-65A-5-ABC9524,39740759,9769129,5.45436E+13,30/04/2019,1,79.17,-12.5,0,66.67,13.33,80,0,1
KNB,Product H,31 / B / 32,47-B66-49C-F36-9-B288CF8,72220175,2593250,9.11788E+13,30/04/2019,-1,0,0,-59.33,-59.33,-11.87,-71.2,-1,0
WHX,Product P,31 / B / FtO,DD-85C-817-6E1-7-63A3E31,42076473,4738785,5.76485E+13,4/1/2019,-3,0,0,-213.75,-213.75,-42.75,-256.5,-3,0
YQX,Product R,M / Sl / Re,17-727-095-24E-B-32C94D9,88419828,4133556,3.5008E+13,2/4/2019,-1,0,0,-29.17,-29.17,-5.83,-35,-1,0
NSP,Product P,30 / A / FtO,99-AF1-AE9-689-2-83602A0,22559066,3288194,5.48921E+13,24/12/2018,1,55,0,0,55,11,66,0,1
KNB,Product H,34 / B / FtO,5A-91D-5C2-3BC-4-16BD649,54641391,8526294,4.21199E+13,21/04/2019,1,74.16,-7.41,0,66.75,13.35,80.1,0,1
AYN,Product P,32 / A / FtO,19-D69-657-C87-E-050BA96,56850535,6947866,7.43611E+13,25/12/2018,1,55,0,0,55,11,66,0,1
RJF,Product P,37 / B / FtO,5B-AD8-C54-EEA-4-A68B15D,33132884,5041955,1.97107E+13,16/11/2018,1,79.17,0,0,79.17,15.83,95,0,1
WHX,Product A,34 / C / FtO,99-618-8AD-B42-A-92638D7,58240852,4296227,5.39454E+13,18/11/2018,1,107.5,-21.5,0,86,17.2,103.2,0,1
AZN,Product Q,35 / C / 34,49-DE7-B56-569-A-CEF13C6,90608498,3706298,3.09665E+13,22/02/2019,-1,0,0,-46.5,-46.5,-9.3,-55.8,-1,0
WHX,Product A,32 / B / FtO,81-763-504-1B8-8-023BFE1,12412505,6255492,8.18311E+13,7/4/2019,1,107.5,0,0,107.5,21.5,129,0,1
WHX,Product P,40 / B / FtO,AC-93B-065-BD2-A-5D62CD8,14526828,8649938,5.84754E+13,13/11/2018,1,79.17,-7.92,0,71.25,14.25,85.5,0,1
QID,Product H,34 / B / FtO,C9-414-FFC-143-B-93F2FD7,58925511,1158982,1.76139E+13,1/4/2019,1,74.17,-14.83,0,59.34,11.86,71.2,0,1
YQX,Product H,33 / B / FtO,88-B81-680-097-8-382CF03,93145342,9009548,4.53038E+13,29/04/2019,1,74.16,0,0,74.16,14.84,89,0,1
LQS,Product B,33 / A / FtO,24-BE2-A76-E43-8-83EEFF4,24064862,7258253,3.76973E+13,24/11/2018,1,82.5,-16.5,0,66,13.2,79.2,0,1
XEB,Product P,38 / B / FtO,22-8F3-8E5-4C2-B-E56A5DE,87705806,3845822,8.39982E+13,26/11/2018,1,79.18,-15.84,0,63.34,12.66,76,0,1
ZQV,Product W,38 / B / FtO,EA-0E5-736-3E6-A-7BA1610,44945143,6393905,6.64568E+13,3/1/2019,1,57.5,-5.75,0,51.75,10.35,62.1,0,1
OUT,Product W,30 / B / 29,98-BDB-18B-3E2-2-C3E4788,94630568,6088520,9.61722E+13,15/02/2019,-1,0,0,-57.5,-57.5,-11.5,-69,-1,0
RJF,Product P,34 / B / FtO,32-AA7-838-2C8-E-1195FE8,98393407,5467593,8.43229E+13,12/2/2019,1,79.16,0,0,79.16,15.84,95,0,1
OTH,Product P,32 / B / FtO,37-9D1-AC6-D48-E-F2D4507,16345004,8225286,2.26493E+13,26/03/2019,1,79.16,-7.91,0,71.25,14.25,85.5,0,1
OHR,Product H,32 / B / FtO,74-7E2-907-9FB-0-25C59C1,22559066,5168989,7.10213E+13,26/12/2018,1,51.67,0,0,51.67,10.33,62,0,1
WHX,Product P,37 / A / 30,04-378-F91-AD7-7-0088243,90608498,4056866,5.56523E+13,12/11/2018,1,79.16,0,0,79.16,15.84,95,0,1
RJF,Product P,31 / A / FtO,C8-F7E-F9D-4D8-F-5315930,25033442,9879997,5.20752E+13,11/1/2019,1,79.17,-7.92,0,71.25,14.25,85.5,0,1
AYN,Product P,34 / B / FtO,E6-FAF-D36-0E0-2-DC24994,88732635,3024315,6.62541E+13,18/04/2019,1,79.16,-10.41,0,68.75,13.75,82.5,0,1
AYN,Product H,34 / B / FtO,C3-14A-F22-80C-8-9696BDE,34589037,6252394,8.63242E+13,5/11/2018,1,74.17,-7.42,0,66.75,13.35,80.1,0,1
RIH,Product A,30 / B / FtO,EE-71E-935-34E-C-95F4E5C,77674869,5984186,4.0955E+13,6/2/2019,-1,0,0,-74.17,-74.17,-14.83,-89,-1,0
QID,Product H,37 / B / FtO,11-C32-989-FE3-3-A6159E9,8.42221E+13,4788303,2.18904E+13,11/12/2018,1,74.16,0,0,74.16,14.84,89,0,1
NMA,Product F,34 / A / FtO,60-23E-396-5DB-A-21806F6,38274452,6080442,1.47719E+13,30/11/2018,1,99.17,-19.84,0,79.33,15.87,95.2,0,1
LQS,Product C,35 / B / FtO,93-CF4-689-FA1-8-7E4606C,26922227,4366011,6.02056E+13,16/11/2018,1,82.5,-16.5,0,66,13.2,79.2,0,1
KNB,Product P,32 / A / FtO,7B-D03-EA4-89A-9-5B1B695,37086199,4215912,6.41541E+13,27/04/2019,1,79.17,0,0,79.17,15.83,95,0,1
RIH,Product H,30 / B / 31,13-B06-DA9-C0C-C-5745AB7,87145353,3132530,1.38545E+13,9/1/2019,1,51.67,-5.17,0,46.5,9.3,55.8,0,1
YQX,Product H,38 / C / FtO,19-7FF-698-899-4-4A1CA2A,81063842,9340676,6.13111E+13,15/02/2019,-1,0,0,-74.17,-74.17,-14.83,-89,-1,0
LQS,Product C,34 / A / FtO,DE-2B7-9DF-C6C-D-0323AD4,26922227,2055720,6.56748E+13,29/11/2018,1,82.5,0,0,82.5,16.5,99,0,1
INU,Product D,33 / C / FtO,3E-862-4FF-8AC-C-9B28B13,19814633,2337136,8.98774E+13,9/2/2019,1,74.17,-7.42,0,66.75,13.35,80.1,0,1
FTU,Product R,L / St / Sh,2C-479-7A9-E9F-8-1F7A5E6,88419828,4206370,5.67957E+13,30/04/2019,-1,0,0,-29.17,-29.17,-5.83,-35,-1,0
NMA,Product F,34 / B / 32,C2-8FD-82C-596-9-422A51C,63979323,3953272,3.3512E+13,20/04/2019,1,99.16,-14.87,0,84.29,16.86,101.15,0,1
YMR,Product W,32 / B / FtO,EF-7F8-CEC-A25-1-7926849,44945143,5034751,3.33E+13,28/11/2018,3,247.5,0,0,247.5,49.5,297,0,3
RJF,Product P,33 / C / 30,C0-EF1-4FC-0CE-2-F2FF3B7,90359469,7859508,9.63162E+13,21/03/2019,1,79.17,0,0,79.17,15.83,95,0,1
WHX,Product A,33 / A / 30,AE-638-44F-8FD-7-873AB6A,70926371,5644309,9.93026E+13,3/3/2019,1,107.5,0,0,107.5,21.5,129,0,1
RJF,Product P,32 / A / FtO,D9-FBB-83F-429-F-51CFE08,84452481,4276150,9.61719E+13,25/12/2018,1,79.17,0,0,79.17,15.83,95,0,1
KNB,Product P,33 / A / FtO,10-D34-C89-3B7-8-77333AA,35445869,4747628,5.72907E+13,23/11/2018,1,79.17,-15.84,0,63.33,12.67,76,0,1
KNB,Product P,35 / A / FtO,5B-AA9-538-913-2-C7F19F8,82629421,7159928,5.60336E+13,1/3/2019,1,79.16,0,0,79.16,15.84,95,0,1
